rating_id,customer_id,dish_id,rating,comment,rating_date
195,17,77,3,"Đậm đà, hợp khẩu vị",2025-12-13 11:57:43
196,17,75,5,Phục vụ tốt,2025-12-13 11:57:43
197,18,56,5,Giá hơi cao,2025-12-13 11:57:43
198,18,74,5,Bình thường,2025-12-13 11:57:43
199,18,98,5,Phục vụ tốt,2025-12-13 11:57:43
200,18,72,5,"Ngon, sẽ quay lại",2025-11-23 11:57:43
201,18,69,4,"Đậm đà, hợp khẩu vị",2025-11-23 11:57:43
202,18,38,5,Tuyệt vời,2025-11-23 11:57:43
203,18,141,4,,2025-11-23 11:57:43
204,18,5,5,"Đậm đà, hợp khẩu vị",2025-11-09 11:57:43
205,18,70,5,,2025-11-09 11:57:43
206,18,81,2,,2026-04-07 11:57:43
207,19,139,5,Bình thường,2025-11-16 11:57:43
208,19,50,4,Món rất ngon!,2025-11-16 11:57:43
209,19,104,5,Tuyệt vời,2025-11-16 11:57:43
210,20,134,2,Phục vụ tốt,2025-12-04 11:57:43
211,20,38,5,"Đậm đà, hợp khẩu vị",2025-12-04 11:57:43
212,20,59,5,"Ngon, sẽ quay lại",2025-10-25 11:57:43
213,20,31,5,"Ngon, sẽ quay lại",2025-10-25 11:57:43
214,20,44,5,Giá hơi cao,2025-11-21 11:57:43
215,20,121,5,Bình thường,2025-11-21 11:57:43
216,20,140,4,Giá hơi cao,2026-01-28 11:57:43
217,20,52,5,Giá hơi cao,2026-01-28 11:57:43
218,20,5,4,Phục vụ tốt,2026-01-28 11:57:43
219,20,57,5,"Đậm đà, hợp khẩu vị",2026-01-28 11:57:43
220,20,27,4,Món rất ngon!,2026-03-08 11:57:43
221,20,141,4,Giá hơi cao,2026-03-08 11:57:43
222,20,112,5,Món rất ngon!,2026-03-08 11:57:43
223,21,12,4,Bình thường,2026-02-12 11:57:43
224,21,61,4,Giá hơi cao,2026-02-12 11:57:43
225,21,36,5,Món rất ngon!,2026-02-12 11:57:43
226,21,14,4,Phục vụ tốt,2025-12-23 11:57:43
227,21,21,5,Phục vụ tốt,2025-12-23 11:57:43
228,21,3,4,"Ngon, sẽ quay lại",2025-12-23 11:57:43
229,21,72,5,Bình thường,2025-12-25 11:57:43
230,21,24,5,"Đậm đà, hợp khẩu vị",2025-12-25 11:57:43
231,21,60,5,Phục vụ tốt,2025-11-21 11:57:43
232,21,58,3,Phục vụ tốt,2025-11-21 11:57:43
233,21,90,5,"Ngon, sẽ quay lại",2025-11-01 11:57:43
234,21,138,4,Bình thường,2025-11-01 11:57:43
235,21,42,4,Tuyệt vời,2025-11-01 11:57:43
236,21,126,4,,2025-11-11 11:57:43
237,21,129,5,"Ngon, sẽ quay lại",2025-11-11 11:57:43
238,21,88,4,"Đậm đà, hợp khẩu vị",2025-11-11 11:57:43
239,21,127,2,Bình thường,2025-11-11 11:57:43
240,21,91,5,Tuyệt vời,2025-11-11 11:57:43
241,21,38,4,,2026-04-05 11:57:43
242,21,109,4,Phục vụ tốt,2026-04-05 11:57:43
243,21,85,5,Giá hơi cao,2026-04-05 11:57:43
244,21,75,2,Giá hơi cao,2026-04-05 11:57:43
245,22,139,3,Tuyệt vời,2026-03-04 11:57:43
246,22,2,4,Phục vụ tốt,2026-01-04 11:57:43
247,22,98,5,Bình thường,2026-01-04 11:57:43
248,22,43,5,"Ngon, sẽ quay lại",2026-01-04 11:57:43
249,22,7,5,"Ngon, sẽ quay lại",2026-01-04 11:57:43
250,22,39,5,Bình thường,2026-01-21 11:57:43
251,22,94,4,,2026-01-21 11:57:43
252,22,108,5,Giá hơi cao,2025-11-10 11:57:43
253,22,45,5,Giá hơi cao,2025-11-10 11:57:43
254,22,122,3,"Đậm đà, hợp khẩu vị",2025-11-10 11:57:43
255,22,9,5,Giá hơi cao,2026-02-18 11:57:43
256,22,38,4,Bình thường,2026-02-18 11:57:43
257,22,62,4,Phục vụ tốt,2026-02-18 11:57:43
258,22,126,5,Bình thường,2026-02-18 11:57:43
259,22,118,4,Giá hơi cao,2026-02-12 11:57:43
260,22,80,5,Giá hơi cao,2026-02-12 11:57:43
261,22,25,5,Bình thường,2026-02-12 11:57:43
262,22,140,3,,2025-10-23 11:57:43
263,22,117,4,Bình thường,2025-10-23 11:57:43
264,23,29,3,Tuyệt vời,2025-12-28 11:57:43
265,23,110,5,"Đậm đà, hợp khẩu vị",2025-12-28 11:57:43
266,23,7,5,"Đậm đà, hợp khẩu vị",2025-12-28 11:57:43
267,23,121,3,Giá hơi cao,2025-10-25 11:57:43
268,23,118,5,Bình thường,2025-10-25 11:57:43
269,23,36,5,Giá hơi cao,2025-10-25 11:57:43
270,23,12,5,"Ngon, sẽ quay lại",2025-10-25 11:57:43
271,23,124,5,Phục vụ tốt,2025-10-25 11:57:43
272,23,123,5,Phục vụ tốt,2025-11-07 11:57:43
273,23,49,5,Giá hơi cao,2025-11-07 11:57:43
274,24,93,5,,2026-02-10 11:57:43
275,24,31,5,Món rất ngon!,2026-02-10 11:57:43
276,24,89,5,Bình thường,2026-02-10 11:57:43
277,24,118,4,Tuyệt vời,2026-02-10 11:57:43
278,24,56,4,Tuyệt vời,2026-02-10 11:57:43
279,24,3,4,"Ngon, sẽ quay lại",2025-12-04 11:57:43
280,24,84,4,Giá hơi cao,2025-12-04 11:57:43
281,24,63,4,Món rất ngon!,2025-12-18 11:57:43
282,24,44,5,Bình thường,2025-10-18 11:57:43
283,24,84,4,,2025-10-18 11:57:43
284,24,48,4,Món rất ngon!,2025-10-18 11:57:43
285,24,141,5,"Đậm đà, hợp khẩu vị",2026-03-15 11:57:43
286,24,113,5,,2026-03-15 11:57:43
287,24,137,5,Giá hơi cao,2026-03-15 11:57:43
288,24,51,5,Món rất ngon!,2026-03-15 11:57:43
289,24,109,5,Giá hơi cao,2025-12-30 11:57:43
290,24,130,5,"Ngon, sẽ quay lại",2025-12-30 11:57:43
291,24,93,5,"Đậm đà, hợp khẩu vị",2025-12-30 11:57:43
292,24,79,5,Món rất ngon!,2026-01-18 11:57:43
293,24,5,5,Giá hơi cao,2025-12-14 11:57:43
294,24,101,5,Món rất ngon!,2025-12-14 11:57:43
295,24,112,5,Giá hơi cao,2025-12-14 11:57:43
296,24,113,5,Bình thường,2025-12-14 11:57:43
297,24,105,5,Phục vụ tốt,2026-03-20 11:57:43
298,24,140,4,"Đậm đà, hợp khẩu vị",2026-03-20 11:57:43
299,24,121,5,Món rất ngon!,2026-03-20 11:57:43
300,24,63,5,Bình thường,2026-01-02 11:57:43
301,24,135,4,"Đậm đà, hợp khẩu vị",2026-01-02 11:57:43
302,24,115,5,Bình thường,2026-01-02 11:57:43
303,24,7,4,Giá hơi cao,2026-01-02 11:57:43
304,25,52,4,"Ngon, sẽ quay lại",2025-12-13 11:57:43
305,25,91,5,Món rất ngon!,2025-12-13 11:57:43
306,25,61,5,Phục vụ tốt,2025-12-13 11:57:43
307,25,64,5,Giá hơi cao,2026-04-11 11:57:43
308,25,72,3,Bình thường,2026-04-11 11:57:43
309,26,9,5,"Ngon, sẽ quay lại",2026-03-17 11:57:43
310,26,122,5,Tuyệt vời,2026-03-17 11:57:43
311,26,48,4,Phục vụ tốt,2026-03-11 11:57:43
312,26,136,5,Giá hơi cao,2026-03-11 11:57:43
313,26,30,5,,2026-03-11 11:57:43
314,26,51,2,Tuyệt vời,2025-12-01 11:57:43
315,26,102,4,,2025-10-27 11:57:43
316,26,75,5,Bình thường,2025-10-27 11:57:43
317,26,94,5,Tuyệt vời,2025-11-05 11:57:43
318,26,75,5,Giá hơi cao,2025-11-05 11:57:43
319,26,65,3,Phục vụ tốt,2025-11-05 11:57:43
320,26,85,5,Bình thường,2025-11-05 11:57:43
321,27,109,5,Giá hơi cao,2026-01-15 11:57:43
322,27,125,5,"Ngon, sẽ quay lại",2026-01-15 11:57:43
323,27,88,5,Phục vụ tốt,2026-02-25 11:57:43
324,27,65,5,Tuyệt vời,2026-02-25 11:57:43
325,27,17,5,Món rất ngon!,2026-02-25 11:57:43
326,27,95,5,"Ngon, sẽ quay lại",2026-02-25 11:57:43
327,27,32,5,Phục vụ tốt,2026-02-09 11:57:43
328,27,21,4,"Đậm đà, hợp khẩu vị",2026-02-09 11:57:43
329,27,114,5,Giá hơi cao,2026-02-09 11:57:43
330,27,42,5,,2026-01-02 11:57:43
331,27,89,5,Bình thường,2026-01-02 11:57:43
332,27,90,1,"Ngon, sẽ quay lại",2025-12-14 11:57:43
333,27,96,4,Bình thường,2025-12-14 11:57:43
334,27,111,5,Bình thường,2025-12-14 11:57:43
335,28,25,5,"Đậm đà, hợp khẩu vị",2025-12-29 11:57:43
336,28,96,5,Tuyệt vời,2025-12-29 11:57:43
337,28,46,4,Bình thường,2025-12-29 11:57:43
338,28,109,5,Phục vụ tốt,2025-12-09 11:57:43
339,28,56,5,"Ngon, sẽ quay lại",2025-12-09 11:57:43
340,28,37,4,Bình thường,2026-01-14 11:57:43
341,28,127,5,,2026-01-14 11:57:43
342,28,26,2,Tuyệt vời,2025-12-14 11:57:43
343,28,76,5,"Đậm đà, hợp khẩu vị",2025-12-14 11:57:43
344,28,121,5,Phục vụ tốt,2025-12-14 11:57:43
345,28,130,5,Tuyệt vời,2026-03-15 11:57:43
346,28,129,5,"Đậm đà, hợp khẩu vị",2026-03-15 11:57:43
347,28,31,3,Tuyệt vời,2026-03-15 11:57:43
348,28,89,4,,2026-03-15 11:57:43
349,28,124,4,Bình thường,2026-01-30 11:57:43
350,28,35,5,Món rất ngon!,2026-01-30 11:57:43
351,28,50,4,Giá hơi cao,2026-01-30 11:57:43
352,29,76,4,Giá hơi cao,2025-10-27 11:57:43
353,29,64,3,Tuyệt vời,2025-10-27 11:57:43
354,29,80,5,Phục vụ tốt,2025-10-27 11:57:43
355,29,47,4,Bình thường,2025-10-27 11:57:43
356,30,29,5,"Ngon, sẽ quay lại",2025-12-31 11:57:43
357,30,125,4,Tuyệt vời,2025-12-31 11:57:43
358,30,41,5,Bình thường,2025-12-31 11:57:43
359,30,120,5,"Đậm đà, hợp khẩu vị",2025-12-03 11:57:43
360,30,54,5,Phục vụ tốt,2025-12-03 11:57:43
361,30,124,4,Phục vụ tốt,2026-03-08 11:57:43
362,30,50,1,"Đậm đà, hợp khẩu vị",2026-03-08 11:57:43
363,30,94,4,"Ngon, sẽ quay lại",2026-03-08 11:57:43
364,30,50,4,"Ngon, sẽ quay lại",2026-03-02 11:57:43
365,30,2,4,Món rất ngon!,2026-03-02 11:57:43
366,30,65,5,Phục vụ tốt,2026-03-02 11:57:43
367,31,53,5,,2025-11-14 11:57:43
368,31,133,5,"Ngon, sẽ quay lại",2025-11-14 11:57:43
369,31,30,4,Phục vụ tốt,2025-12-03 11:57:43
370,31,77,4,,2026-02-26 11:57:43
371,31,114,4,Giá hơi cao,2026-02-26 11:57:43
372,31,26,5,"Ngon, sẽ quay lại",2025-12-03 11:57:43
373,31,125,5,Tuyệt vời,2025-12-03 11:57:43
374,31,24,4,Phục vụ tốt,2025-12-03 11:57:43
375,31,27,5,"Ngon, sẽ quay lại",2025-12-03 11:57:43
376,31,46,4,Bình thường,2025-12-12 11:57:43
377,31,120,5,"Đậm đà, hợp khẩu vị",2025-12-12 11:57:43
378,31,12,4,Tuyệt vời,2025-12-12 11:57:43
379,32,33,5,Tuyệt vời,2025-11-09 11:57:43
380,32,134,4,Giá hơi cao,2025-11-09 11:57:43
381,32,24,4,"Ngon, sẽ quay lại",2026-01-31 11:57:43
382,32,91,5,Bình thường,2026-01-31 11:57:43
383,32,33,4,Bình thường,2026-01-09 11:57:43
384,32,87,4,Phục vụ tốt,2026-01-09 11:57:43
385,32,111,3,Tuyệt vời,2026-01-09 11:57:43
386,32,140,4,"Đậm đà, hợp khẩu vị",2026-01-09 11:57:43
387,32,92,5,Giá hơi cao,2026-04-08 11:57:43
388,32,125,4,Tuyệt vời,2026-04-08 11:57:43
389,32,129,3,Giá hơi cao,2026-04-08 11:57:43
390,32,23,5,"Ngon, sẽ quay lại",2026-04-08 11:57:43
391,32,41,5,Bình thường,2026-01-04 11:57:43
392,32,3,5,Phục vụ tốt,2026-01-04 11:57:43
393,33,46,4,Bình thường,2026-01-19 11:57:43
394,33,24,5,"Đậm đà, hợp khẩu vị",2026-01-19 11:57:43
395,33,24,4,,2025-12-21 11:57:43
396,33,89,4,Tuyệt vời,2025-11-19 11:57:43
397,33,74,5,Giá hơi cao,2025-11-19 11:57:43
398,33,76,5,Phục vụ tốt,2025-11-19 11:57:43
399,33,109,5,"Đậm đà, hợp khẩu vị",2025-11-19 11:57:43
400,33,72,5,Bình thường,2026-04-03 11:57:43
401,33,84,5,Phục vụ tốt,2026-04-03 11:57:43
402,33,53,4,Tuyệt vời,2026-04-03 11:57:43
403,33,31,5,Giá hơi cao,2026-04-03 11:57:43
404,33,112,5,Phục vụ tốt,2026-03-09 11:57:43
405,33,48,5,,2026-03-09 11:57:43
406,33,27,5,Phục vụ tốt,2026-03-09 11:57:43
407,33,93,5,Tuyệt vời,2026-03-19 11:57:43
408,33,134,4,Phục vụ tốt,2026-03-19 11:57:43
409,34,89,5,Giá hơi cao,2025-12-03 11:57:43
410,34,71,4,"Ngon, sẽ quay lại",2025-12-03 11:57:43
411,34,51,4,Bình thường,2025-12-03 11:57:43
412,34,68,5,Giá hơi cao,2025-12-03 11:57:43
413,34,69,4,"Ngon, sẽ quay lại",2025-12-03 11:57:43
414,34,113,5,Món rất ngon!,2026-01-07 11:57:43
415,34,136,2,Giá hơi cao,2026-01-07 11:57:43
416,34,83,5,Tuyệt vời,2026-03-27 11:57:43
417,34,52,4,Tuyệt vời,2026-03-27 11:57:43
418,34,44,5,Món rất ngon!,2026-03-27 11:57:43
419,34,126,4,"Đậm đà, hợp khẩu vị",2026-03-27 11:57:43
420,34,8,5,"Đậm đà, hợp khẩu vị",2026-03-27 11:57:43
421,34,46,4,"Đậm đà, hợp khẩu vị",2025-11-26 11:57:43
422,34,88,2,Món rất ngon!,2025-11-26 11:57:43
423,34,31,4,,2025-11-26 11:57:43
424,35,86,5,Bình thường,2026-01-23 11:57:43
425,35,103,4,Tuyệt vời,2026-01-23 11:57:43
426,35,57,4,Phục vụ tốt,2026-01-23 11:57:43
427,35,123,3,Bình thường,2026-02-27 11:57:43
428,35,136,4,Món rất ngon!,2026-02-27 11:57:43
429,35,14,5,"Ngon, sẽ quay lại",2026-02-27 11:57:43
430,35,26,5,"Đậm đà, hợp khẩu vị",2026-02-27 11:57:43
431,35,38,5,"Đậm đà, hợp khẩu vị",2026-02-23 11:57:43
432,35,34,3,"Đậm đà, hợp khẩu vị",2026-02-23 11:57:43
433,35,26,4,Món rất ngon!,2026-02-23 11:57:43
434,35,128,4,"Đậm đà, hợp khẩu vị",2026-02-10 11:57:43
435,35,11,4,Tuyệt vời,2025-12-28 11:57:43
436,35,133,4,Phục vụ tốt,2025-12-28 11:57:43
437,35,25,5,"Ngon, sẽ quay lại",2025-12-28 11:57:43
438,36,128,5,Phục vụ tốt,2025-12-12 11:57:43
439,36,58,4,Bình thường,2025-12-12 11:57:43
440,36,138,5,"Ngon, sẽ quay lại",2025-12-12 11:57:43
441,36,37,4,,2025-12-12 11:57:43
442,36,120,5,"Đậm đà, hợp khẩu vị",2025-12-26 11:57:43
443,36,76,4,Phục vụ tốt,2026-02-25 11:57:43
444,36,115,3,,2026-02-25 11:57:43
445,36,72,4,"Ngon, sẽ quay lại",2026-02-25 11:57:43
446,36,8,4,,2026-02-25 11:57:43
447,36,104,5,Giá hơi cao,2026-02-07 11:57:43
448,36,130,5,Phục vụ tốt,2026-02-01 11:57:43
449,36,49,4,"Ngon, sẽ quay lại",2026-02-01 11:57:43
450,36,125,4,,2026-02-01 11:57:43
451,36,94,5,,2026-02-01 11:57:43
