source_dish_id,source_name,recommended_dish_id,recommended_name,score,rank,reason,source_cluster,recommended_cluster
D0062,Bò xào hành cần,D0061,Cải mầm đá Sapa xào bò,0.925,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0062,Bò xào hành cần,D0064,Rau rừng Gia Lai xào bò,0.9103,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0062,Bò xào hành cần,D0065,Bò lúc lắc,0.8714,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0062,Bò xào hành cần,D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,0.87,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0062,Bò xào hành cần,D0063,Măng trúc yên tử xào bò,0.8353,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0062,Bò xào hành cần,D0057,Gà ta chiên nước mắm,0.81,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0062,Bò xào hành cần,D0060,Gân bò xào cải chua,0.7933,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0062,Bò xào hành cần,D0059,Gà hấp lá chanh,0.7033,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0061,Cải mầm đá Sapa xào bò,D0064,Rau rừng Gia Lai xào bò,0.9853,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0061,Cải mầm đá Sapa xào bò,D0065,Bò lúc lắc,0.9357,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0061,Cải mầm đá Sapa xào bò,D0062,Bò xào hành cần,0.925,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0061,Cải mầm đá Sapa xào bò,D0063,Măng trúc yên tử xào bò,0.9103,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0061,Cải mầm đá Sapa xào bò,D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,0.81,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0061,Cải mầm đá Sapa xào bò,D0057,Gà ta chiên nước mắm,0.7671,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0061,Cải mầm đá Sapa xào bò,D0049,Cá lóc biển hồ Cambodia chiên giòn,0.75,7,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0061,Cải mầm đá Sapa xào bò,D0060,Gân bò xào cải chua,0.7483,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0059,Gà hấp lá chanh,D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,0.7542,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0059,Gà hấp lá chanh,D0062,Bò xào hành cần,0.7033,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0059,Gà hấp lá chanh,D0063,Măng trúc yên tử xào bò,0.6972,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0059,Gà hấp lá chanh,D0057,Gà ta chiên nước mắm,0.6867,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0059,Gà hấp lá chanh,D0061,Cải mầm đá Sapa xào bò,0.6583,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0059,Gà hấp lá chanh,D0064,Rau rừng Gia Lai xào bò,0.6522,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0059,Gà hấp lá chanh,D0060,Gân bò xào cải chua,0.6472,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0059,Gà hấp lá chanh,D0065,Bò lúc lắc,0.6262,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0057,Gà ta chiên nước mắm,D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,0.91,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0057,Gà ta chiên nước mắm,D0063,Măng trúc yên tử xào bò,0.8227,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0057,Gà ta chiên nước mắm,D0062,Bò xào hành cần,0.81,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0057,Gà ta chiên nước mắm,D0060,Gân bò xào cải chua,0.8046,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0057,Gà ta chiên nước mắm,D0064,Rau rừng Gia Lai xào bò,0.7798,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0057,Gà ta chiên nước mắm,D0061,Cải mầm đá Sapa xào bò,0.7671,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0057,Gà ta chiên nước mắm,D0065,Bò lúc lắc,0.735,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0057,Gà ta chiên nước mắm,D0058,Gà ta rang muối,0.73,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,D0057,Gà ta chiên nước mắm,0.91,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,D0063,Măng trúc yên tử xào bò,0.8827,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,D0060,Gân bò xào cải chua,0.8721,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,D0062,Bò xào hành cần,0.87,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,D0064,Rau rừng Gia Lai xào bò,0.8227,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,D0061,Cải mầm đá Sapa xào bò,0.81,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,D0058,Gà ta rang muối,0.775,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,D0065,Bò lúc lắc,0.7671,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0058,Gà ta rang muối,D0060,Gân bò xào cải chua,0.8346,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0058,Gà ta rang muối,D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,0.775,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0058,Gà ta rang muối,D0057,Gà ta chiên nước mắm,0.73,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0058,Gà ta rang muối,D0063,Măng trúc yên tử xào bò,0.7027,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0058,Gà ta rang muối,D0062,Bò xào hành cần,0.69,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0058,Gà ta rang muối,D0064,Rau rừng Gia Lai xào bò,0.6727,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0058,Gà ta rang muối,D0061,Cải mầm đá Sapa xào bò,0.66,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0058,Gà ta rang muối,D0065,Bò lúc lắc,0.6386,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0060,Gân bò xào cải chua,D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,0.8721,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0060,Gân bò xào cải chua,D0058,Gà ta rang muối,0.8346,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0060,Gân bò xào cải chua,D0063,Măng trúc yên tử xào bò,0.8071,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0060,Gân bò xào cải chua,D0057,Gà ta chiên nước mắm,0.8046,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0060,Gân bò xào cải chua,D0062,Bò xào hành cần,0.7933,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0060,Gân bò xào cải chua,D0064,Rau rừng Gia Lai xào bò,0.7621,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0060,Gân bò xào cải chua,D0061,Cải mầm đá Sapa xào bò,0.7483,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0060,Gân bò xào cải chua,D0065,Bò lúc lắc,0.7162,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0063,Măng trúc yên tử xào bò,D0064,Rau rừng Gia Lai xào bò,0.925,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0063,Măng trúc yên tử xào bò,D0061,Cải mầm đá Sapa xào bò,0.9103,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0063,Măng trúc yên tử xào bò,D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,0.8827,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0063,Măng trúc yên tử xào bò,D0065,Bò lúc lắc,0.8568,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0063,Măng trúc yên tử xào bò,D0062,Bò xào hành cần,0.8353,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0063,Măng trúc yên tử xào bò,D0057,Gà ta chiên nước mắm,0.8227,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0063,Măng trúc yên tử xào bò,D0060,Gân bò xào cải chua,0.8071,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0063,Măng trúc yên tử xào bò,D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,0.7238,8,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0064,Rau rừng Gia Lai xào bò,D0061,Cải mầm đá Sapa xào bò,0.9853,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0064,Rau rừng Gia Lai xào bò,D0063,Măng trúc yên tử xào bò,0.925,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0064,Rau rừng Gia Lai xào bò,D0065,Bò lúc lắc,0.921,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0064,Rau rừng Gia Lai xào bò,D0062,Bò xào hành cần,0.9103,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0064,Rau rừng Gia Lai xào bò,D0056,Gà ta: Kho gừng/ Xào sả ớt/ Kho nghệ,0.8227,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0064,Rau rừng Gia Lai xào bò,D0057,Gà ta chiên nước mắm,0.7798,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0064,Rau rừng Gia Lai xào bò,D0060,Gân bò xào cải chua,0.7621,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0064,Rau rừng Gia Lai xào bò,D0049,Cá lóc biển hồ Cambodia chiên giòn,0.7353,8,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,0.8375,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,D0080,Ốc bưu xào chuối đậu,0.8075,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,D0049,Cá lóc biển hồ Cambodia chiên giòn,0.675,3,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,D0061,Cải mầm đá Sapa xào bò,0.675,4,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,D0064,Rau rừng Gia Lai xào bò,0.6603,5,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,D0051,Cá thác lác chiên thì là,0.6467,6,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,D0086,Mì xào hải sản,0.6433,7,cùng cụm K-Means; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,D0037,Cá ngừ đại dương: Sốt cà/ Kho thơm/ Lúc lắc,0.6417,8,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0080,Ốc bưu xào chuối đậu,D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,0.82,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0080,Ốc bưu xào chuối đậu,D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,0.8075,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0080,Ốc bưu xào chuối đậu,D0085,Trứng chiên lá mơ,0.625,3,cùng cụm K-Means; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0080,Ốc bưu xào chuối đậu,D0051,Cá thác lác chiên thì là,0.6125,4,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0080,Ốc bưu xào chuối đậu,D0092,Hến xúc bánh đa,0.5613,5,trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0080,Ốc bưu xào chuối đậu,D0063,Măng trúc yên tử xào bò,0.5438,6,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0080,Ốc bưu xào chuối đậu,D0038,Cá diếc: Kho tương bần/ chiên giòn,0.5125,7,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0080,Ốc bưu xào chuối đậu,D0049,Cá lóc biển hồ Cambodia chiên giòn,0.5125,8,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,D0078,Mực ống: Xào/ Hấp/ Chiên nước mắm,0.8375,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,D0080,Ốc bưu xào chuối đậu,0.82,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,D0063,Măng trúc yên tử xào bò,0.7238,3,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,D0049,Cá lóc biển hồ Cambodia chiên giòn,0.6625,4,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,D0061,Cải mầm đá Sapa xào bò,0.6625,5,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,D0037,Cá ngừ đại dương: Sốt cà/ Kho thơm/ Lúc lắc,0.6528,6,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,D0064,Rau rừng Gia Lai xào bò,0.6488,7,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0079,Tôm: Cháy tỏi/ Rang muối/ Chiên nước mắm,D0044,Cá hồng biển Phú Quý: Kho tộ/ Sốt cà chua,0.6482,8,cùng cụm K-Means; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0025,Ba rọi luộc + cà pháo,D0026,Ba rọi luộc + tôm chua,0.8875,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0025,Ba rọi luộc + cà pháo,D0032,Sườn heo rang muối,0.8057,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0025,Ba rọi luộc + cà pháo,D0031,Sườn xào chua ngọt,0.8057,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0025,Ba rọi luộc + cà pháo,D0027,Ba rọi rang cháy cạnh,0.7869,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0025,Ba rọi luộc + cà pháo,D0033,Giò heo giả cầy,0.7869,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0025,Ba rọi luộc + cà pháo,D0030,Sườn non rim mặn,0.7569,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0025,Ba rọi luộc + cà pháo,D0029,Thịt kho mắm ruốc,0.7119,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0025,Ba rọi luộc + cà pháo,D0028,Thịt kho tiêu,0.7119,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0026,Ba rọi luộc + tôm chua,D0025,Ba rọi luộc + cà pháo,0.8875,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0026,Ba rọi luộc + tôm chua,D0029,Thịt kho mắm ruốc,0.7869,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
